caseId,term,naturalCourt,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,partyWinning,issue,issueArea,lawType,lawSupp
2011-065,2011,1704,170.0,214.0,1.0,0.0,55.0,32.0,1.0,3.0,1.0,0.0,90280.0,9.0,1.0,139.0
2011-065,2011,1704,326.0,214.0,1.0,0.0,55.0,32.0,0.0,3.0,1.0,0.0,90280.0,9.0,1.0,139.0
2011-065,2011,1704,326.0,214.0,1.0,0.0,55.0,32.0,0.0,3.0,1.0,0.0,90280.0,9.0,6.0,600.0
2011-066,2011,1704,326.0,170.0,1.0,0.0,93.0,30.0,1.0,3.0,2.0,0.0,20150.0,2.0,6.0,600.0
2011-067,2011,1704,145.0,143.0,1.0,0.0,45.0,29.0,0.0,2.0,1.0,0.0,70040.0,7.0,3.0,334.0
2011-068,2011,1704,137.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,10270.0,1.0,2.0,213.0
2011-069,2011,1704,141.0,27.0,1.0,0.0,113.0,21.0,0.0,2.0,2.0,1.0,10560.0,1.0,6.0,600.0
2011-070,2011,1704,8.0,249.0,1.0,0.0,49.0,29.0,1.0,4.0,2.0,1.0,70060.0,7.0,2.0,200.0
2011-071,2011,1704,126.0,27.0,1.0,0.0,66.0,27.0,0.0,2.0,1.0,1.0,10040.0,1.0,6.0,600.0
2011-071,2011,1704,126.0,27.0,1.0,0.0,65.0,27.0,0.0,2.0,1.0,1.0,10040.0,1.0,6.0,600.0
2011-072,2011,1704,338.0,246.0,1.0,0.0,22.0,22.0,0.0,3.0,1.0,0.0,40010.0,4.0,2.0,207.0
2011-073,2011,1704,122.0,19.0,1.0,0.0,302.0,300.0,0.0,9.0,2.0,1.0,30140.0,3.0,2.0,200.0
2011-074,2011,1704,175.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,10130.0,1.0,2.0,221.0
2011-074,2011,1704,175.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,10130.0,1.0,2.0,221.0
2011-075,2011,1704,28.0,27.0,1.0,0.0,45.0,29.0,1.0,2.0,2.0,0.0,100030.0,10.0,1.0,148.0
2011-076,2011,1704,27.0,250.0,1.0,0.0,48.0,29.0,1.0,3.0,2.0,0.0,30010.0,3.0,6.0,600.0
2011-077,2011,1704,207.0,363.0,1.0,0.0,57.0,31.0,0.0,2.0,1.0,0.0,100120.0,10.0,1.0,110.0
2011-077,2011,1704,207.0,363.0,1.0,0.0,57.0,31.0,0.0,2.0,1.0,1.0,100120.0,10.0,1.0,111.0
2011-077,2011,1704,207.0,363.0,1.0,0.0,57.0,31.0,0.0,2.0,1.0,0.0,100120.0,10.0,1.0,110.0
2011-077,2011,1704,28.0,363.0,1.0,0.0,57.0,31.0,0.0,2.0,1.0,0.0,100120.0,10.0,1.0,110.0
2011-077,2011,1704,28.0,363.0,1.0,0.0,57.0,31.0,0.0,2.0,1.0,1.0,100120.0,10.0,1.0,111.0
2011-077,2011,1704,28.0,363.0,1.0,0.0,57.0,31.0,0.0,2.0,1.0,0.0,100120.0,10.0,1.0,110.0
2011-077,2011,1704,363.0,28.0,1.0,0.0,57.0,31.0,1.0,2.0,1.0,0.0,100120.0,10.0,1.0,110.0
2011-077,2011,1704,363.0,28.0,1.0,0.0,57.0,31.0,1.0,2.0,1.0,1.0,100120.0,10.0,1.0,111.0
2011-077,2011,1704,363.0,28.0,1.0,0.0,57.0,31.0,1.0,2.0,1.0,0.0,100120.0,10.0,1.0,110.0
2011-080,2011,1704,113.0,134.0,1.0,0.0,48.0,29.0,0.0,7.0,3.0,0.0,90150.0,9.0,9.0,900.0
2012-001,2012,1704,4.0,27.0,1.0,0.0,3.0,8.0,0.0,3.0,2.0,1.0,40070.0,4.0,2.0,211.0
2012-002,2012,1704,218.0,19.0,1.0,0.0,114.0,24.0,0.0,2.0,1.0,1.0,60010.0,6.0,3.0,328.0
2012-003,2012,1704,151.0,145.0,1.0,0.0,302.0,300.0,0.0,3.0,2.0,1.0,70010.0,7.0,3.0,388.0
2012-004,2012,1704,27.0,111.0,1.0,0.0,66.0,8.0,0.0,5.0,2.0,1.0,50010.0,5.0,6.0,600.0
2012-005,2012,1704,13.0,371.0,1.0,0.0,86.0,28.0,0.0,2.0,1.0,1.0,20400.0,2.0,6.0,600.0
2012-006,2012,1704,137.0,27.0,1.0,0.0,55.0,32.0,0.0,2.0,1.0,0.0,10400.0,1.0,3.0,362.0
2012-007,2012,1704,184.0,184.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,80200.0,8.0,1.0,139.0
2012-007,2012,1704,184.0,184.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,90130.0,9.0,1.0,139.0
2012-008,2012,1704,5.0,150.0,1.0,0.0,48.0,29.0,0.0,7.0,2.0,1.0,80130.0,8.0,3.0,338.0
2012-009,2012,1704,19.0,136.0,1.0,0.0,45.0,29.0,0.0,1.0,2.0,1.0,10020.0,1.0,3.0,341.0
2012-009,2012,1704,19.0,136.0,1.0,0.0,103.0,26.0,1.0,1.0,2.0,1.0,10020.0,1.0,3.0,341.0
2012-010,2012,1704,195.0,3.0,1.0,0.0,58.0,31.0,0.0,2.0,2.0,1.0,40070.0,4.0,2.0,211.0
2012-011,2012,1704,363.0,180.0,1.0,0.0,55.0,32.0,0.0,4.0,2.0,1.0,90120.0,9.0,3.0,309.0
2012-012,2012,1704,129.0,188.0,1.0,0.0,42.0,31.0,0.0,9.0,1.0,1.0,20170.0,2.0,5.0,509.0
2012-012,2012,1704,129.0,188.0,1.0,0.0,42.0,31.0,0.0,9.0,1.0,1.0,90130.0,9.0,9.0,900.0
2012-013,2012,1704,126.0,27.0,1.0,0.0,94.0,22.0,0.0,2.0,1.0,1.0,10050.0,1.0,2.0,205.0
2012-014,2012,1704,357.0,167.0,1.0,0.0,59.0,31.0,0.0,2.0,1.0,1.0,80010.0,8.0,3.0,310.0
2012-015,2012,1704,28.0,126.0,1.0,0.0,301.0,300.0,0.0,3.0,1.0,1.0,10050.0,1.0,2.0,205.0
2012-016,2012,1704,137.0,27.0,1.0,0.0,77.0,25.0,0.0,2.0,1.0,1.0,10370.0,1.0,4.0,401.0
2012-017,2012,1704,19.0,229.0,1.0,0.0,48.0,29.0,0.0,5.0,1.0,1.0,10580.0,1.0,2.0,214.0
2012-018,2012,1704,100.0,20.0,1.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,10170.0,1.0,2.0,206.0
2012-019,2012,1704,106.0,27.0,1.0,0.0,66.0,27.0,0.0,2.0,1.0,0.0,10040.0,1.0,2.0,214.0
2012-020,2012,1704,134.0,122.0,1.0,0.0,52.0,30.0,1.0,2.0,1.0,0.0,80170.0,8.0,6.0,600.0
2012-021,2012,1704,327.0,207.0,1.0,0.0,96.0,22.0,1.0,3.0,2.0,1.0,90220.0,9.0,6.0,600.0
2012-022,2012,1704,119.0,405.0,1.0,0.0,96.0,22.0,0.0,3.0,1.0,1.0,80120.0,8.0,6.0,600.0
2012-023,2012,1704,194.0,171.0,1.0,0.0,51.0,29.0,0.0,2.0,2.0,0.0,80120.0,8.0,3.0,365.0
2012-024,2012,1704,204.0,27.0,1.0,0.0,62.0,29.0,0.0,2.0,1.0,1.0,80060.0,8.0,3.0,374.0
2012-025,2012,1704,117.0,220.0,1.0,0.0,96.0,22.0,1.0,2.0,1.0,1.0,80190.0,8.0,6.0,600.0
2012-026,2012,1704,171.0,173.0,1.0,0.0,47.0,28.0,0.0,9.0,1.0,1.0,90320.0,9.0,6.0,600.0
2012-026,2012,1704,171.0,173.0,1.0,0.0,47.0,28.0,0.0,9.0,1.0,1.0,90090.0,9.0,6.0,600.0
2012-027,2012,1704,8.0,150.0,1.0,0.0,108.0,29.0,0.0,3.0,1.0,1.0,80130.0,8.0,3.0,338.0
2012-028,2012,1704,19.0,229.0,1.0,0.0,100.0,24.0,0.0,5.0,1.0,0.0,100030.0,10.0,3.0,308.0
2012-029,2012,1704,111.0,172.0,1.0,0.0,302.0,300.0,1.0,2.0,2.0,1.0,100030.0,10.0,6.0,600.0
2012-030,2012,1704,28.0,137.0,1.0,0.0,302.0,300.0,0.0,2.0,2.0,0.0,10050.0,1.0,2.0,205.0
2012-031,2012,1704,124.0,134.0,1.0,0.0,109.0,23.0,1.0,2.0,2.0,1.0,90240.0,9.0,4.0,400.0
2012-032,2012,1704,215.0,27.0,1.0,0.0,110.0,23.0,0.0,2.0,1.0,1.0,80060.0,8.0,3.0,374.0
2012-033,2012,1704,19.0,126.0,1.0,0.0,48.0,29.0,0.0,4.0,2.0,1.0,20320.0,2.0,2.0,214.0
2012-034,2012,1704,151.0,154.0,1.0,0.0,109.0,23.0,0.0,4.0,2.0,1.0,70040.0,7.0,3.0,334.0
2012-034,2012,1704,151.0,154.0,1.0,0.0,109.0,23.0,0.0,4.0,2.0,1.0,90130.0,9.0,4.0,400.0
2012-035,2012,1704,104.0,145.0,1.0,0.0,111.0,23.0,0.0,5.0,2.0,0.0,80090.0,8.0,3.0,323.0
2012-035,2012,1704,104.0,145.0,1.0,0.0,111.0,23.0,0.0,5.0,2.0,0.0,80050.0,8.0,3.0,323.0
2012-036,2012,1704,106.0,198.0,1.0,0.0,96.0,22.0,0.0,9.0,1.0,0.0,90230.0,9.0,6.0,600.0
2012-037,2012,1704,28.0,137.0,1.0,0.0,302.0,300.0,0.0,2.0,2.0,0.0,10050.0,1.0,2.0,205.0
2012-038,2012,1704,106.0,327.0,1.0,0.0,25.0,25.0,1.0,9.0,1.0,1.0,20110.0,2.0,3.0,344.0
2012-039,2012,1704,214.0,7.0,1.0,0.0,126.0,24.0,1.0,2.0,1.0,0.0,50040.0,5.0,3.0,335.0
2012-039,2012,1704,214.0,7.0,1.0,0.0,126.0,24.0,1.0,2.0,1.0,0.0,50040.0,5.0,1.0,144.0
2012-040,2012,1704,213.0,28.0,1.0,0.0,302.0,301.0,0.0,9.0,1.0,0.0,90150.0,9.0,2.0,216.0
2012-041,2012,1704,125.0,195.0,1.0,0.0,302.0,300.0,0.0,3.0,2.0,0.0,100020.0,10.0,6.0,600.0
2012-042,2012,1704,138.0,135.0,1.0,0.0,42.0,31.0,0.0,2.0,1.0,1.0,80030.0,8.0,3.0,307.0
2012-043,2012,1704,152.0,128.0,1.0,0.0,69.0,8.0,0.0,1.0,2.0,0.0,80180.0,8.0,6.0,600.0
2012-044,2012,1704,3.0,338.0,1.0,0.0,25.0,25.0,0.0,2.0,1.0,0.0,90120.0,9.0,3.0,326.0
2012-044,2012,1704,3.0,338.0,1.0,0.0,25.0,25.0,0.0,2.0,1.0,0.0,90120.0,9.0,3.0,326.0
2012-045,2012,1704,240.0,369.0,1.0,0.0,23.0,23.0,0.0,3.0,2.0,1.0,120010.0,12.0,3.0,345.0
2012-046,2012,1704,28.0,126.0,1.0,0.0,81.0,26.0,1.0,5.0,2.0,1.0,10020.0,1.0,3.0,341.0
2012-047,2012,1704,363.0,206.0,1.0,0.0,3.0,8.0,1.0,11.0,2.0,0.0,60010.0,6.0,6.0,600.0
2012-048,2012,1704,126.0,28.0,1.0,0.0,82.0,26.0,0.0,3.0,2.0,1.0,10020.0,1.0,3.0,341.0
2012-049,2012,1704,19.0,126.0,1.0,0.0,122.0,25.0,0.0,12.0,2.0,1.0,20330.0,2.0,3.0,341.0
2012-050,2012,1704,28.0,126.0,1.0,0.0,302.0,300.0,1.0,1.0,2.0,1.0,10050.0,1.0,2.0,205.0
2012-051,2012,1704,253.0,236.0,1.0,0.0,302.0,300.0,0.0,2.0,2.0,0.0,100030.0,10.0,6.0,600.0
2012-052,2012,1704,28.0,126.0,1.0,0.0,52.0,29.0,1.0,-10.0,1.0,1.0,90110.0,9.0,3.0,341.0
2012-053,2012,1704,152.0,27.0,1.0,0.0,49.0,29.0,0.0,2.0,1.0,1.0,40070.0,4.0,1.0,122.0
2012-054,2012,1704,152.0,27.0,1.0,0.0,66.0,27.0,0.0,2.0,1.0,1.0,10390.0,1.0,1.0,122.0
2012-054,2012,1704,152.0,27.0,1.0,0.0,66.0,27.0,0.0,2.0,1.0,1.0,10560.0,1.0,6.0,600.0
2012-055,2012,1704,165.0,206.0,1.0,0.0,92.0,23.0,0.0,2.0,1.0,0.0,80160.0,8.0,6.0,600.0
2012-056,2012,1704,245.0,3.0,1.0,0.0,48.0,29.0,0.0,2.0,3.0,1.0,100030.0,10.0,6.0,600.0
2012-057,2012,1704,4.0,15.0,1.0,0.0,107.0,30.0,0.0,2.0,1.0,0.0,100030.0,10.0,5.0,510.0
2012-058,2012,1704,27.0,137.0,1.0,0.0,61.0,31.0,0.0,3.0,2.0,1.0,10370.0,1.0,4.0,401.0
2012-059,2012,1704,165.0,165.0,1.0,0.0,96.0,8.0,1.0,7.0,2.0,1.0,10430.0,1.0,6.0,600.0
2012-060,2012,1704,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,10090.0,1.0,2.0,210.0
2012-061,2012,1704,357.0,143.0,1.0,0.0,60.0,31.0,0.0,2.0,1.0,1.0,10430.0,1.0,3.0,367.0
2012-062,2012,1704,126.0,27.0,1.0,0.0,126.0,24.0,0.0,2.0,1.0,1.0,10560.0,1.0,2.0,217.0
2012-063,2012,1704,214.0,111.0,1.0,0.0,114.0,24.0,0.0,2.0,1.0,1.0,60020.0,6.0,8.0,800.0
2012-064,2012,1704,28.0,170.0,1.0,0.0,45.0,29.0,0.0,1.0,2.0,0.0,20010.0,2.0,6.0,600.0
2012-065,2012,1704,12.0,165.0,1.0,0.0,96.0,22.0,1.0,2.0,2.0,0.0,30010.0,3.0,2.0,200.0
2012-066,2012,1704,135.0,228.0,1.0,0.0,96.0,22.0,0.0,4.0,2.0,1.0,80160.0,8.0,6.0,600.0
2012-067,2012,1704,126.0,27.0,1.0,0.0,50.0,29.0,1.0,2.0,1.0,1.0,10560.0,1.0,8.0,800.0
2012-068,2012,1704,239.0,26.0,1.0,0.0,122.0,25.0,1.0,2.0,2.0,1.0,20070.0,2.0,2.0,231.0
2012-069,2012,1704,143.0,204.0,1.0,0.0,91.0,21.0,1.0,2.0,2.0,1.0,100030.0,10.0,3.0,332.0
2012-069,2012,1704,143.0,204.0,1.0,0.0,91.0,21.0,1.0,2.0,2.0,1.0,80170.0,8.0,3.0,332.0
2012-070,2012,1704,11.0,26.0,1.0,0.0,69.0,27.0,0.0,2.0,1.0,0.0,20400.0,2.0,3.0,384.0
2012-071,2012,1704,27.0,137.0,1.0,0.0,122.0,25.0,1.0,2.0,1.0,1.0,10550.0,1.0,1.0,120.0
2012-072,2012,1704,167.0,206.0,1.0,0.0,120.0,25.0,1.0,6.0,2.0,1.0,20400.0,2.0,3.0,384.0
2012-073,2012,1704,5.0,327.0,1.0,0.0,55.0,32.0,1.0,2.0,2.0,1.0,20020.0,2.0,3.0,378.0
2012-074,2012,1704,195.0,18.0,1.0,0.0,302.0,300.0,0.0,3.0,2.0,1.0,40070.0,4.0,2.0,211.0
2012-075,2012,1704,202.0,129.0,1.0,0.0,302.0,300.0,0.0,2.0,2.0,1.0,20150.0,2.0,6.0,600.0
2012-076,2012,1704,4.0,126.0,1.0,0.0,45.0,29.0,1.0,5.0,1.0,0.0,20330.0,2.0,4.0,400.0
2012-077,2012,1704,251.0,162.0,1.0,0.0,50.0,29.0,0.0,2.0,2.0,0.0,90240.0,9.0,1.0,139.0
2012-078,2012,1704,126.0,27.0,1.0,0.0,96.0,22.0,0.0,2.0,3.0,1.0,10470.0,1.0,6.0,600.0
2012-079,2012,1704,14.0,162.0,1.0,0.0,96.0,22.0,0.0,2.0,2.0,0.0,40010.0,4.0,6.0,600.0
2013-001,2013,1704,19.0,13.0,1.0,0.0,66.0,27.0,0.0,2.0,2.0,0.0,20060.0,2.0,3.0,302.0
2013-001,2013,1704,19.0,13.0,1.0,0.0,66.0,27.0,0.0,2.0,2.0,0.0,90150.0,9.0,9.0,900.0
2013-002,2013,1704,8.0,195.0,1.0,0.0,51.0,29.0,0.0,3.0,2.0,1.0,10050.0,1.0,2.0,205.0
2013-003,2013,1704,28.0,215.0,1.0,0.0,81.0,26.0,0.0,3.0,2.0,1.0,10030.0,1.0,3.0,341.0
2013-004,2013,1704,184.0,27.0,1.0,0.0,81.0,26.0,0.0,2.0,2.0,1.0,120010.0,12.0,3.0,345.0
2013-005,2013,1704,27.0,173.0,1.0,0.0,122.0,25.0,0.0,2.0,1.0,1.0,120010.0,12.0,3.0,345.0
2013-006,2013,1704,176.0,120.0,1.0,0.0,122.0,25.0,0.0,9.0,1.0,1.0,90140.0,9.0,6.0,600.0
2013-007,2013,1704,205.0,205.0,1.0,0.0,71.0,28.0,0.0,2.0,1.0,1.0,90090.0,9.0,6.0,600.0
2013-008,2013,1704,249.0,145.0,1.0,0.0,58.0,31.0,0.0,9.0,1.0,0.0,70070.0,7.0,3.0,349.0
2013-009,2013,1704,28.0,100.0,1.0,0.0,302.0,300.0,0.0,8.0,2.0,1.0,10090.0,1.0,2.0,210.0
2013-010,2013,1704,145.0,171.0,1.0,0.0,53.0,22.0,0.0,2.0,1.0,0.0,80090.0,8.0,3.0,323.0
2013-010,2013,1704,145.0,171.0,1.0,0.0,53.0,22.0,0.0,2.0,1.0,0.0,10350.0,1.0,9.0,900.0
2013-011,2013,1704,189.0,159.0,1.0,0.0,50.0,29.0,1.0,9.0,1.0,1.0,40060.0,4.0,2.0,230.0
2013-012,2013,1704,28.0,184.0,1.0,0.0,85.0,25.0,0.0,6.0,1.0,1.0,90090.0,9.0,6.0,600.0
2013-013,2013,1704,151.0,146.0,1.0,0.0,80.0,21.0,0.0,11.0,2.0,1.0,90480.0,9.0,4.0,400.0
2013-013,2013,1704,151.0,146.0,1.0,0.0,80.0,21.0,0.0,11.0,2.0,1.0,60010.0,6.0,4.0,400.0
2013-014,2013,1704,180.0,172.0,1.0,0.0,54.0,8.0,0.0,3.0,2.0,1.0,80180.0,8.0,9.0,900.0
2013-015,2013,1704,126.0,27.0,1.0,0.0,71.0,28.0,0.0,2.0,1.0,1.0,10510.0,1.0,6.0,600.0
2013-016,2013,1704,145.0,187.0,1.0,0.0,68.0,27.0,0.0,2.0,1.0,0.0,70040.0,7.0,3.0,334.0
2013-017,2013,1704,104.0,145.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,30030.0,3.0,6.0,600.0
2013-018,2013,1704,137.0,28.0,1.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,20350.0,2.0,2.0,214.0
2013-019,2013,1704,100.0,27.0,1.0,0.0,58.0,31.0,0.0,2.0,1.0,0.0,10120.0,1.0,6.0,600.0
2013-020,2013,1704,100.0,28.0,1.0,0.0,302.0,300.0,0.0,9.0,1.0,0.0,10050.0,1.0,2.0,205.0
2013-021,2013,1704,8.0,174.0,1.0,0.0,90.0,29.0,1.0,3.0,2.0,1.0,40060.0,4.0,2.0,230.0
2013-022,2013,1704,111.0,173.0,1.0,0.0,120.0,25.0,0.0,2.0,2.0,0.0,80120.0,8.0,6.0,600.0
2013-022,2013,1704,237.0,173.0,1.0,0.0,120.0,25.0,0.0,2.0,2.0,0.0,80120.0,8.0,6.0,600.0
2013-022,2013,1704,111.0,173.0,1.0,0.0,120.0,25.0,0.0,2.0,2.0,0.0,80110.0,8.0,6.0,600.0
2013-023,2013,1704,27.0,137.0,1.0,0.0,48.0,29.0,0.0,3.0,2.0,1.0,10570.0,1.0,6.0,600.0
2013-024,2013,1704,145.0,151.0,1.0,0.0,80.0,21.0,1.0,3.0,1.0,1.0,50040.0,5.0,6.0,600.0
2013-025,2013,1704,138.0,135.0,1.0,0.0,48.0,29.0,0.0,2.0,1.0,1.0,80030.0,8.0,3.0,307.0
2013-026,2013,1704,153.0,188.0,1.0,0.0,96.0,22.0,0.0,2.0,2.0,0.0,20170.0,2.0,5.0,509.0
2013-027,2013,1704,173.0,24.0,1.0,0.0,55.0,32.0,0.0,3.0,2.0,1.0,80160.0,8.0,5.0,509.0
2013-028,2013,1704,137.0,27.0,1.0,0.0,123.0,30.0,0.0,2.0,1.0,1.0,10510.0,1.0,6.0,600.0
2013-028,2013,1704,137.0,27.0,1.0,0.0,123.0,30.0,0.0,2.0,1.0,1.0,10220.0,1.0,6.0,600.0
2013-029,2013,1704,195.0,27.0,1.0,0.0,134.0,30.0,0.0,2.0,3.0,1.0,140010.0,14.0,6.0,600.0
2013-030,2013,1704,184.0,233.0,1.0,0.0,73.0,26.0,0.0,3.0,2.0,0.0,90260.0,9.0,6.0,600.0
2013-031,2013,1704,27.0,238.0,1.0,0.0,82.0,26.0,0.0,2.0,1.0,1.0,120010.0,12.0,3.0,345.0
2013-032,2013,1704,27.0,137.0,1.0,0.0,118.0,26.0,1.0,2.0,2.0,1.0,10380.0,1.0,6.0,600.0
2013-033,2013,1704,211.0,343.0,2.0,1.0,55.0,55.0,0.0,9.0,2.0,1.0,30140.0,3.0,2.0,200.0
2013-034,2013,1704,104.0,130.0,1.0,0.0,51.0,29.0,0.0,4.0,1.0,1.0,100020.0,10.0,6.0,600.0
2013-035,2013,1704,19.0,223.0,1.0,0.0,81.0,26.0,1.0,3.0,2.0,1.0,20070.0,2.0,2.0,231.0
2013-036,2013,1704,137.0,28.0,1.0,0.0,302.0,300.0,0.0,9.0,1.0,0.0,10060.0,1.0,2.0,205.0
2013-037,2013,1704,28.0,126.0,1.0,0.0,74.0,26.0,1.0,2.0,2.0,1.0,10090.0,1.0,2.0,210.0
2013-038,2013,1704,126.0,27.0,1.0,0.0,119.0,25.0,0.0,5.0,2.0,1.0,80080.0,8.0,6.0,600.0
2013-039,2013,1704,333.0,150.0,1.0,0.0,32.0,32.0,1.0,8.0,1.0,1.0,80130.0,8.0,3.0,304.0
2013-039,2013,1704,216.0,333.0,1.0,0.0,32.0,32.0,1.0,8.0,1.0,1.0,80130.0,8.0,3.0,304.0
2013-040,2013,1704,184.0,184.0,1.0,0.0,83.0,8.0,0.0,2.0,1.0,1.0,60010.0,6.0,6.0,600.0
2013-041,2013,1704,171.0,172.0,1.0,0.0,120.0,8.0,1.0,7.0,1.0,1.0,60010.0,6.0,6.0,600.0
2013-042,2013,1704,3.0,227.0,1.0,0.0,97.0,22.0,0.0,3.0,2.0,1.0,30170.0,3.0,2.0,203.0
2013-043,2013,1704,137.0,27.0,1.0,0.0,132.0,27.0,0.0,2.0,1.0,0.0,10430.0,1.0,6.0,600.0
2013-044,2013,1704,208.0,19.0,1.0,0.0,121.0,25.0,1.0,2.0,1.0,1.0,20400.0,2.0,3.0,314.0
2013-045,2013,1704,172.0,156.0,1.0,0.0,48.0,29.0,0.0,2.0,2.0,1.0,80190.0,8.0,6.0,600.0
2013-046,2013,1704,126.0,28.0,1.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,10130.0,1.0,2.0,221.0
2013-046,2013,1704,126.0,28.0,1.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,10130.0,1.0,8.0,800.0
2013-047,2013,1704,8.0,218.0,1.0,0.0,108.0,29.0,0.0,2.0,2.0,1.0,30150.0,3.0,2.0,205.0
2013-048,2013,1704,26.0,170.0,1.0,0.0,82.0,26.0,0.0,4.0,2.0,0.0,20160.0,2.0,6.0,600.0
2013-049,2013,1704,8.0,129.0,1.0,0.0,118.0,26.0,0.0,2.0,2.0,1.0,20400.0,2.0,6.0,600.0
2013-049,2013,1704,8.0,129.0,1.0,0.0,118.0,26.0,0.0,2.0,2.0,1.0,20400.0,2.0,2.0,205.0
2013-050,2013,1704,137.0,28.0,1.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,10170.0,1.0,2.0,206.0
2013-051,2013,1704,172.0,172.0,1.0,0.0,80.0,8.0,1.0,4.0,1.0,1.0,80180.0,8.0,6.0,600.0
2013-052,2013,1704,172.0,172.0,1.0,0.0,96.0,8.0,0.0,4.0,1.0,1.0,80180.0,8.0,6.0,600.0
2013-053,2013,1704,137.0,27.0,1.0,0.0,109.0,23.0,0.0,2.0,1.0,1.0,10380.0,1.0,5.0,509.0
2013-054,2013,1704,128.0,195.0,1.0,0.0,100.0,24.0,1.0,3.0,2.0,1.0,100030.0,10.0,6.0,600.0
2013-055,2013,1704,171.0,102.0,1.0,0.0,129.0,29.0,0.0,2.0,2.0,0.0,80030.0,8.0,1.0,136.0
2013-056,2013,1704,19.0,106.0,1.0,0.0,48.0,29.0,1.0,3.0,2.0,1.0,20260.0,2.0,6.0,600.0
2013-057,2013,1704,105.0,233.0,1.0,0.0,48.0,29.0,0.0,2.0,1.0,1.0,80170.0,8.0,3.0,332.0
2013-057,2013,1704,105.0,233.0,1.0,0.0,48.0,29.0,0.0,2.0,1.0,1.0,80170.0,8.0,6.0,600.0
2013-058,2013,1704,138.0,102.0,1.0,0.0,133.0,27.0,0.0,3.0,1.0,0.0,80030.0,8.0,6.0,600.0
2013-059,2013,1704,600.0,173.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,50040.0,5.0,6.0,600.0
2013-060,2013,1704,201.0,211.0,1.0,0.0,104.0,26.0,0.0,2.0,1.0,1.0,90220.0,9.0,1.0,139.0
2013-061,2013,1704,137.0,27.0,1.0,0.0,127.0,24.0,0.0,2.0,2.0,0.0,10420.0,1.0,6.0,600.0
2013-062,2013,1704,198.0,173.0,1.0,0.0,120.0,25.0,0.0,2.0,2.0,1.0,80120.0,8.0,3.0,365.0
2013-063,2013,1704,216.0,333.0,1.0,0.0,32.0,32.0,1.0,9.0,1.0,0.0,80130.0,8.0,3.0,304.0
2013-063,2013,1704,216.0,333.0,1.0,0.0,32.0,32.0,1.0,2.0,1.0,0.0,80130.0,8.0,3.0,304.0
2013-063,2013,1704,184.0,333.0,1.0,0.0,32.0,32.0,1.0,9.0,1.0,0.0,80130.0,8.0,3.0,304.0
2013-063,2013,1704,111.0,333.0,1.0,0.0,32.0,32.0,1.0,9.0,1.0,0.0,80130.0,8.0,3.0,304.0
2013-063,2013,1704,28.0,333.0,1.0,0.0,32.0,32.0,1.0,9.0,1.0,0.0,80120.0,8.0,3.0,304.0
2013-063,2013,1704,216.0,333.0,1.0,0.0,32.0,32.0,1.0,9.0,1.0,0.0,80130.0,8.0,3.0,304.0
2013-064,2013,1704,137.0,27.0,1.0,0.0,123.0,30.0,0.0,2.0,1.0,0.0,10450.0,1.0,6.0,600.0
2013-065,2013,1704,137.0,28.0,1.0,0.0,302.0,301.0,0.0,2.0,1.0,1.0,10050.0,1.0,2.0,205.0
2013-065,2013,1704,27.0,137.0,1.0,0.0,80.0,21.0,1.0,3.0,2.0,0.0,10050.0,1.0,2.0,205.0
2013-066,2013,1704,113.0,145.0,1.0,0.0,104.0,26.0,0.0,3.0,2.0,1.0,80090.0,8.0,3.0,323.0
2013-067,2013,1704,191.0,124.0,1.0,0.0,96.0,22.0,1.0,2.0,2.0,1.0,80190.0,8.0,6.0,600.0
2013-068,2013,1704,218.0,19.0,1.0,0.0,80.0,21.0,0.0,2.0,2.0,1.0,50020.0,5.0,2.0,200.0
2013-068,2013,1704,218.0,19.0,1.0,0.0,80.0,21.0,0.0,2.0,2.0,1.0,30150.0,3.0,8.0,800.0
2013-069,2013,1704,382.0,151.0,1.0,0.0,32.0,32.0,0.0,8.0,1.0,0.0,130015.0,13.0,1.0,135.0
2013-070,2013,1704,363.0,238.0,1.0,0.0,107.0,30.0,1.0,4.0,1.0,0.0,30160.0,3.0,3.0,361.0
2013-070,2013,1704,184.0,363.0,1.0,0.0,109.0,23.0,1.0,2.0,2.0,1.0,30160.0,3.0,3.0,361.0
2013-071,2013,1704,9.0,19.0,1.0,0.0,68.0,27.0,0.0,2.0,1.0,1.0,70130.0,7.0,2.0,200.0
